logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua emiliano braga;1069;apto 1310 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-02;Bom;Apartamento;172661,03;21350;;;2025
rua emiliano braga;1069;apto 1314 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-09;Bom;Apartamento;198844,14;21350;;;2025
rua emiliano braga;1069;apto 1410 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;137444,56;21350;;;2025
rua emiliano braga;1069;apto 512 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-11;Bom;Apartamento;204578,51;21350;;;2025
rua emiliano braga;1069;apto 702 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-11;Bom;Apartamento;154239,63;21350;;;2025
rua emiliano braga;1069;apto 1008 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-11;Bom;Apartamento;171232,93;21350;;;2025
rua emiliano braga;1069;apto 312 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-19;Bom;Apartamento;187534,87;21350;;;2025
rua emiliano braga;1069;apto 1110 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-14;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 1109 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;160049,38;21350;;;2025
rua emiliano braga;1069;apto 1406 bloco b;257059,85;Varzea;Recife;PE;2025;4500;62,42;0,00231;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-02;Bom;Apartamento;203299,84;21350;;;2025
rua emiliano braga;1069;apto 1014 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;160097,39;21350;;;2025
rua emiliano braga;1069;apto 010 bloco a;220000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-27;Bom;Apartamento;155505,42;21350;;;2025
rua emiliano braga;1069;apto 411 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-29;Bom;Apartamento;203999,93;21350;;;2025
rua emiliano braga;1069;apto 506 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;112675,74;21350;;;2025
rua emiliano braga;1069;apto 513 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;161973,97;21350;;;2025
rua emiliano braga;1069;apto 710 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-27;Bom;Apartamento;137687,11;21350;;;2025
rua emiliano braga;1069;apto 813 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-29;Bom;Apartamento;174269,53;21350;;;2025
rua emiliano braga;1069;apto 903 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-15;Bom;Apartamento;138249,71;21350;;;2025
rua emiliano braga;1069;apto 1003 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-27;Bom;Apartamento;160465,53;21350;;;2025
rua emiliano braga;1069;apto 1203 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;158502,15;21350;;;2025
rua emiliano braga;1069;apto 1210 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-29;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 1212 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;192195,01;21350;;;2025
rua emiliano braga;1069;apto 1404 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;203999,95;21350;;;2025
rua emiliano braga;1069;apto 1105 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-26;Bom;Apartamento;192332,78;21350;;;2025
rua emiliano braga;1069;apto 1201 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-29;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 513 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-07;Bom;Apartamento;195564,98;21350;;;2025
rua emiliano braga;1069;apto 1107 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;139889,73;21350;;;2025
rua emiliano braga;1069;apto 106 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;104971,70;21350;;;2025
rua emiliano braga;1069;apto 107 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;147232,55;21350;;;2025
rua emiliano braga;1069;apto 307 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;147216,81;21350;;;2025
rua emiliano braga;1069;apto 308 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;138103,15;21350;;;2025
rua emiliano braga;1069;apto 309 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;115400,26;21350;;;2025
rua emiliano braga;1069;apto 312 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;196356,28;21350;;;2025
rua emiliano braga;1069;apto 403 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;117358,85;21350;;;2025
rua emiliano braga;1069;apto 406 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;149223,93;21350;;;2025
rua emiliano braga;1069;apto 410 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;139245,80;21350;;;2025
rua emiliano braga;1069;apto 510 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;137755,50;21350;;;2025
rua emiliano braga;1069;apto 510 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-24;Bom;Apartamento;137755,50;21350;;;2025
rua emiliano braga;1069;apto 514 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;203597,80;21350;;;2025
rua emiliano braga;1069;apto 714 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;196202,14;21350;;;2025
rua emiliano braga;1069;apto 902 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-22;Bom;Apartamento;125479,70;21350;;;2025
rua emiliano braga;1069;apto 1007 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-15;Bom;Apartamento;129319,68;21350;;;2025
rua emiliano braga;1069;apto 1013 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;203999,73;21350;;;2025
rua emiliano braga;1069;apto 1103 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;155415,89;21350;;;2025
rua emiliano braga;1069;apto 1307 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;172364,88;21350;;;2025
rua emiliano braga;1069;apto 1407 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-20;Bom;Apartamento;148444,71;21350;;;2025
rua emiliano braga;1069;apto 106 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;200863,78;21350;;;2025
rua emiliano braga;1069;apto 310 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;203999,96;21350;;;2025
rua emiliano braga;1069;apto 908 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;127467,12;21350;;;2025
rua emiliano braga;1069;apto 614 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-24;Bom;Apartamento;197281,20;21350;;;2025
rua emiliano braga;1069;apto 1005 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-29;Bom;Apartamento;205599,36;21350;;;2025
rua emiliano braga;1069;apto 1204 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-07;Bom;Apartamento;205600,00;21350;;;2025
rua emiliano braga;1069;apto 1305 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-07;Bom;Apartamento;129179,76;21350;;;2025
rua emiliano braga;1069;apto 306 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;194979,83;21350;;;2025
rua emiliano braga;1069;apto 411 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;203999,56;21350;;;2025
rua emiliano braga;1069;apto 504 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-12;Bom;Apartamento;163427,27;21350;;;2025
rua emiliano braga;1069;apto 505 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;193931,98;21350;;;2025
rua emiliano braga;1069;apto 507 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;166698,49;21350;;;2025
rua emiliano braga;1069;apto 511 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-13;Bom;Apartamento;203953,39;21350;;;2025
rua emiliano braga;1069;apto 512 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-26;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 609 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;145701,89;21350;;;2025
rua emiliano braga;1069;apto 704 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 814 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-10;Bom;Apartamento;189318,91;21350;;;2025
rua emiliano braga;1069;apto 904 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;204000,10;21350;;;2025
rua emiliano braga;1069;apto 905 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;188103,50;21350;;;2025
rua emiliano braga;1069;apto 906 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;177529,30;21350;;;2025
rua emiliano braga;1069;apto 1004 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-25;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 1111 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-13;Bom;Apartamento;165534,34;21350;;;2025
rua emiliano braga;1069;apto 1501 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;134389,06;21350;;;2025
rua emiliano braga;1069;apto 1504 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-10;Bom;Apartamento;198300,00;21350;;;2025
rua emiliano braga;1069;apto 1505 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;203999,96;21350;;;2025
rua emiliano braga;1069;apto 1510 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;157518,37;21350;;;2025
rua emiliano braga;1069;apto 1511 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-26;Bom;Apartamento;203999,51;21350;;;2025
rua emiliano braga;1069;apto 1512 bloco a;257000,00;Varzea;Recife;PE;2025;4500;62,75;0,00232;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-17;Bom;Apartamento;169710,26;21350;;;2025
rua emiliano braga;1069;apto 1011 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 201 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;141288,95;21350;;;2025
rua emiliano braga;1069;apto 203 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;125323,49;21350;;;2025
rua emiliano braga;1069;apto 210 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;118395,19;21350;;;2025
rua emiliano braga;1069;apto 213 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;135879,63;21350;;;2025
rua emiliano braga;1069;apto 303 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;162485,89;21350;;;2025
rua emiliano braga;1069;apto 401 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-01;Bom;Apartamento;135879,63;21350;;;2025
rua emiliano braga;1069;apto 408 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-02;Bom;Apartamento;174382,76;21350;;;2025
rua emiliano braga;1069;apto 409 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-28;Bom;Apartamento;153252,34;21350;;;2025
rua emiliano braga;1069;apto 412 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;156231,06;21350;;;2025
rua emiliano braga;1069;apto 509 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;168013,59;21350;;;2025
rua emiliano braga;1069;apto 506 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-24;Bom;Apartamento;196957,07;21350;;;2025
rua emiliano braga;1069;apto 708 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-01;Bom;Apartamento;164194,14;21350;;;2025
rua emiliano braga;1069;apto 711 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-31;Bom;Apartamento;169963,85;21350;;;2025
rua emiliano braga;1069;apto 713 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-02;Bom;Apartamento;176865,68;21350;;;2025
rua emiliano braga;1069;apto 909 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-14;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 808 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-01;Bom;Apartamento;166721,62;21350;;;2025
rua emiliano braga;1069;apto 809 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-25;Bom;Apartamento;116600,46;21350;;;2025
rua emiliano braga;1069;apto 804 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-01;Bom;Apartamento;191737,65;21350;;;2025
rua emiliano braga;1069;apto 112 bloco a;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-12;Bom;Apartamento;194580,68;21350;;;2025
rua emiliano braga;1069;apto 606 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-19;Bom;Apartamento;191679,37;21350;;;2025
rua emiliano braga;1069;apto 613 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-21;Bom;Apartamento;174130,98;21350;;;2025
rua emiliano braga;1069;apto 308 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-25;Bom;Apartamento;160090,31;21350;;;2025
rua emiliano braga;1069;apto 407 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;150729,49;21350;;;2025
rua emiliano braga;1069;apto 409 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-28;Bom;Apartamento;191864,21;21350;;;2025
rua emiliano braga;1069;apto 410 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-01;Bom;Apartamento;185848,46;21350;;;2025
rua emiliano braga;1069;apto 508 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-12;Bom;Apartamento;174915,73;21350;;;2025
rua emiliano braga;1069;apto 610 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-28;Bom;Apartamento;173116,97;21350;;;2025
rua emiliano braga;1069;apto 706 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-28;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 707 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-28;Bom;Apartamento;155226,53;21350;;;2025
rua emiliano braga;1069;apto 801 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;134752,48;21350;;;2025
rua emiliano braga;1069;apto 1002 bloco a;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-25;Bom;Apartamento;164172,70;21350;;;2025
rua emiliano braga;1069;apto 306 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-22;Bom;Apartamento;197488,38;21350;;;2025
rua emiliano braga;1069;apto 614 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;172260,91;21350;;;2025
rua emiliano braga;1069;apto 1111 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,3;0,00225;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;205599,83;21350;;;2025
rua emiliano braga;1069;apto 1303 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-01;Bom;Apartamento;196974,54;21350;;;2025
rua emiliano braga;1069;apto 1310 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;193481,11;21350;;;2025
rua emiliano braga;1069;apto 503 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-18;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 510 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-22;Bom;Apartamento;197144,33;21350;;;2025
rua emiliano braga;1069;apto 703 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-18;Bom;Apartamento;200437,91;21350;;;2025
rua emiliano braga;1069;apto 803 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;139889,73;21350;;;2025
rua emiliano braga;1069;apto 913 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-18;Bom;Apartamento;156544,34;21350;;;2025
rua emiliano braga;1069;apto 1101 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-23;Bom;Apartamento;124788,14;21350;;;2025
rua emiliano braga;1069;apto 1206 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-22;Bom;Apartamento;197197,99;21350;;;2025
rua emiliano braga;1069;apto 1209 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,44;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-22;Bom;Apartamento;183291,70;21350;;;2025
rua emiliano braga;1069;apto 1213 bloco b;257000,00;Varzea;Recife;PE;2025;4500;50,97;0,00224;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-22;Bom;Apartamento;204000,00;21350;;;2025
rua emiliano braga;1069;apto 1214 bloco b;257000,00;Varzea;Recife;PE;2025;4500;51,31;0,00226;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-19;Bom;Apartamento;203999,96;21350;;;2025
